library_name,library_type,segment_variant,region,city,email,phone,address,website,source_url,source_date,in_greece,subject_variant,sent_date,replied,outcome,notes
"Δημοτική Βιβλιοθήκη Σητείας ""Ο Βιτσέντζος Κορνάρος""",public,B,Κρήτη,Κονδυλάκη,dimotikivivliothikisitias@hotmail.com,"28433 05120, fax: 228430 22681","Κονδυλάκη 16, Σητεία 723 00",,https://network.nlg.gr/library/dimotiki-vivliothiki-sitias-o-vitsentzos-kornaros/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Σταλού Χανίων,public,B,Κρήτη,Πάνω Σταλός Χανίων,staloslibrary@chania.gr,"28211 80635, (2821099787)","Πάνω Σταλός Χανίων 73100, Χανιά",http://www.librarychania.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-stalou-dimotiki-vivliothiki-chanion/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Χανίων,public,B,Κρήτη,Υψηλαντών,library@chania.gr,2821341662,"Υψηλαντών 30, Χανιά 73135",http://www.librarychania.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-chanion/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Ρεθύμνου,public,B,Κρήτη,Στ. Μπίρη,libret@sch.gr,"2831029215, 2831021246","Στ. Μπίρη 6, Τ.Κ. 741 32, Ρέθυμνο, Κρήτη",http://www.libret.mysch.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-rethimnou/,2026-08-21,yes,1,,,,
Κέντρο Δημιουργικής Απασχόλησης Παλαιάς Πόλης Χανίων,community,B,Κρήτη,Νικηφόρου Επισκόπου  Χανιά,kdapdimouchanion@gmail.com,2821020112,Νικηφόρου Επισκόπου 31 Χανιά 73131,,https://network.nlg.gr/library/kentro-dimiourgikis-apascholisis-paleas-polis/,2026-08-21,yes,1,,,,
Κέντρο Παιδικής Δημιουργίας Αγίου Ιωάννη Δήμου Χανίων,community,B,Κρήτη,Πολογιώργη,kpd.agioanni@gmail.com,2821059903,"Πολογιώργη 24, Τ.Κ. 731ΟΟ Αγ. Ιωάννης, Χανιά",,https://network.nlg.gr/library/kentro-pedikis-dimiourgias-ag-ioanni-dokipp-dimou-chanion/,2026-08-21,yes,1,,,,
Κέντρο Παιδικής Δημιουργίας Λενταριανών Δήμου Χανίων,community,B,Κρήτη,Γεωργίου Σγουρού -,kpd.ledarianon@gmail.com,28210 50013,"Γεωργίου Σγουρού 21-23, Λενταριανά Χανιά 731 33, Ελλάδα",,https://network.nlg.gr/library/kentro-pedikis-dimiourgias-lentarianon-dokipp-dimou-chanion/,2026-08-21,yes,1,,,,
Κέντρο Παιδικής Δημιουργίας Νέας Χώρας ΔΟΚΟΙΠΠ Δήμου Χανίων,community,B,Κρήτη,Σελίνου,kpdpaxiana16@gmail.com,2821090580,"Σελίνου 76, Χανιά 731 31, Ελλάδα",,https://network.nlg.gr/library/kentro-pedikis-dimiourgias-pachianon-dokipp-dimou-chanion/,2026-08-21,yes,1,,,,
Κουνδούρειος Δημοτική Βιβλιοθήκη Δήμου Αγίου Νικολάου Κρήτης,public,B,Κρήτη,Ρ. Καπετανάκη,koundoureiosdimbib@gmail.com,2841026899,"Ρ. Καπετανάκη 18, Άγιος Νικόλαος 72 100",http://koundourios.elidoc.gr/,https://network.nlg.gr/library/koundourios-dimotiki-vivliothiki-dimou-agiou-nikolaou/,2026-08-21,yes,1,,,,
Λαϊκή Βιβλιοθήκη Παλαιών Ρουμάτων,community,B,Κρήτη,Παλαιά Ρούματα,libroumata@gmail.com,6947942298,"Πλατεία Εθνικής Αντίστασης, Παλαιά Ρούματα, Δήμος Πλατανιά, Χανιά, 73002",https://www.libroumata.gr,https://network.nlg.gr/library/laiki-vivliothiki-palaion-roumaton/,2026-08-21,yes,1,,,,
Παιδική-Εφηβική Βιβλιοθήκη Δημοτικής Ενότητας Σούδας,public,B,Κρήτη,ης Μαρτίου  Σούδα Χανιά,vivlio-paidiki2@chania.gr,2821341221,25ης Μαρτίου 87 Σούδα Χανιά 73200,http://www.librarychania.gr,https://network.nlg.gr/library/pediki-efiviki-vivliothiki-dimotikis-enotitas-soudas/,2026-08-21,yes,1,,,,
Παιδική-Εφηβική Βιβλιοθήκη Δημοτικού Κήπου - Δημοτική Βιβλιοθήκη Χανίων,community,B,Κρήτη,Δημοτικός Κήπος Χανίων Χανιά,vivlio-paidiki1@chania.gr,2821341774,Δημοτικός Κήπος Χανίων Χανιά 73100,http://www.librarychania.gr,https://network.nlg.gr/library/pediki-efiviki-vivliothiki-dimotikou-kipou-dimotiki-vivliothiki-chanion/,2026-08-21,yes,1,,,,
Σακορράφειος Δημοτική Βιβλιοθήκη Καστελλίου,public,B,Κρήτη,Τ.Κ.,sakorrafeios@minoapediadas.gr,2891031824,"Πλατεία Μεϊντάνι, Τ.Κ. 70006, Καστέλλι Δήμου Μινώα Πεδιάδας",,https://network.nlg.gr/library/sakorrafios-dimotiki-vivliothiki-kastelliou/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Διεθνούς Κέντρου Συγγραφέων και Μεταφραστών Ρόδου,public,B,Νότιο Αιγαίο,Αντιπλοιάρχου Λάσκου Α,writerscenterrhodes@gmail.com,2241032510,"Αντιπλοιάρχου Λάσκου 10Α, Ρόδος 851 00, Ελλάδα",http://writerscenter.gr/,https://network.nlg.gr/library/vivliothiki-diethnous-kentrou-syngrafeon-ke-metafraston-rodou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Ερμούπολης Σύρου,public,B,Νότιο Αιγαίο,Ερμούπολη,biblerm@otenet.gr,,,https://library.syros-ermoupolis.gr/,https://library.syros-ermoupolis.gr/,2026-08-21,yes,1,,,,βρέθηκε με σάρωση δήμων· επαληθεύτηκε στη σελίδα του δήμου
"Δημοτική Βιβλιοθήκη Κάσου ""Νικόλαος Γ. Μαυρής""",public,B,Νότιο Αιγαίο,Greece,kodedhkasou@gmail.com,2245360215,"Kasos, Greece",,https://network.nlg.gr/library/dimotiki-vivliothiki-kasoy-quot-nikolaos-g-mayris-quot/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Λέρου,public,B,Νότιο Αιγαίο,Πλάτανος Λέρος,leroslib@otenet.gr,2247024294,Πλάτανος Λέρος 85400,,https://network.nlg.gr/library/dimotiki-vivliothiki-lerou/,2026-08-21,yes,1,,,,
"Δημοτική Βιβλιοθήκη Λειψών ""Οδυσσέας Ελύτης""",public,B,Νότιο Αιγαίο,Λειψοί,liblipsi@gmail.com,2247041410,Λειψοί 85400,,https://network.nlg.gr/library/dimotiki-vivliothiki-lipson-odisseas-elitis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Μυκόνου,public,B,Νότιο Αιγαίο,Καμπάνη,biblmyk@otenet.gr,2289022614,"Καμπάνη 2, Μύκονος 846 00, Ελλάδα",https://mykonos.gr/the-island/culture/,https://network.nlg.gr/library/dimotiki-vivliothiki-mykonou/,2026-08-21,yes,1,,,,
"Δημοτική Βιβλιοθήκη Πάρου ""Γιάννης Γκίκας"" - Δημόσιο Κέντρο Πληροφόρησης",public,B,Νότιο Αιγαίο,Σκόπα,vivl-parou@sch.gr,2284028233,"Σκόπα 18, Παροικία Πάρος 84400, Κυκλάδες",http://vivl-parou.kyk.sch.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-parou-giannis-gkikas-dimosio-kentro-pliroforisis-2/,2026-08-21,yes,1,,,,
Δημοτική βιβλιοθήκη Κρεμαστής,public,B,Νότιο Αιγαίο,Λεωφόρος Ελευθερίας,library.kremasti@rhodes.gr,2241098232,"Λεωφόρος Ελευθερίας 37, Κρεμαστή 85104, Ρόδος",,https://network.nlg.gr/library/dimotiki-vivliothiki-kremastis/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Ρόδου,public,B,Νότιο Αιγαίο,Αριστοτέλους,info@rhodeslibrary.gr,22410 24448,"Αριστοτέλους 1, Ρόδος, Τ.Κ. 85131, Νοτίου Αιγαίου, Greece",https://rhodeslibrary.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-rodoy/,2026-08-21,yes,1,,,,
Ιωαννίδειος Δημοτική βιβλιοθήκη Αμοργού,public,B,Νότιο Αιγαίο,Τ.Κ.,amorgoslib@gmail.com,+302285072111,"Χώρα Αμοργού, Τ.Κ. 84008",,https://network.nlg.gr/library/ioannideios-dimotiki-vivliothiki-amorgou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Αγίων Θεοδώρων Κορινθίας,public,B,Πελοπόννησος,Agii Theodori,library@loutraki.gr,27410 60035,"Δημητρίου Στάμου, Agii Theodori 200 03, Greece",,https://network.nlg.gr/library/dimotiki-vivliothiki-agion-theodoron-korinthias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Δήμου Ξυλοκάστρου Ευρωστίνης,public,B,Πελοπόννησος,Xilokastro,info@xylokastro.gov.gr,2743360203,"Ioannou & Geor. Krinakou, Xilokastro 204 00, Greece",https://library.xylokastro-evrostini.gov.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-dimoy-xylokastroy-eyrostinis/,2026-08-21,yes,1,,,excluded:general-inbox,"general/protocol inbox of the parent body, not the library — do not send; re-source from the library itself"
"Δημοτική Βιβλιοθήκη Ερμιόνης ""Απόστολος Γκάτσος''",public,B,Πελοπόννησος,Τ.Κ.,vivlioth.ermionis_apostgkatsos@yahoo.com,2754032416,"Ερμιόνη Αργολίδας, Τ.Κ. 21051",,https://network.nlg.gr/library/dimotiki-vivliothiki-ermionis-apostolos-gkatsos/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Κορίνθου,public,B,Πελοπόννησος,Πυλαρινού  Κόρινθος,dimbibkor@gmail.com,2741028048 27410 21236,"Πυλαρινού 84 Κόρινθος, T.K. 20100, ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΑΣ",http://libkor.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-korinthou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Λεβιδίου Αρκαδίας,public,B,Πελοπόννησος,Λεβίδι Αρκαδίας,levidilibrary@gmail.com,2796022489,Λεβίδι Αρκαδίας 22002,,https://network.nlg.gr/library/dimotiki-vivliothiki-levidiou-arkadias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Μεσσήνης,public,B,Πελοπόννησος,Παπαφλέσσα  Μεσσήνη,library@messini.gr,27220-22231,Παπαφλέσσα 3 Μεσσήνη 24200,,https://network.nlg.gr/library/dimotiki-vivliothiki-messinis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Σικυωνίων,public,B,Πελοπόννησος,Καλογεροπούλου,mikoni.library@gmail.com,2742022573,"Καλογεροπούλου 4, Κιάτο, 20200, ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ",,https://network.nlg.gr/library/dimotiki-vivliothiki-sikyonion/,2026-08-21,yes,1,,,,
Δημόσια Βιβλιοθήκη Αρεόπολης,public,B,Πελοπόννησος,Τ.Κ.-ΑΡΕΟΠΟΛΗ ΛΑΚΩΝΙΑΣ,mail@vivl-areop.lak.sch.gr,2733051320,"ΠΛΑΤΕΙΑ ΑΘΑΝΑΤΩΝ,Τ.Κ.23062-ΑΡΕΟΠΟΛΗ ΛΑΚΩΝΙΑΣ",,https://network.nlg.gr/library/dimosia-vivliothiki-areopolis/,2026-08-21,yes,1,,,,
Δημόσια Βιβλιοθήκη Βυτίνας,public,B,Πελοπόννησος,Τ.Κ.,vivlvyt@sch.gr,2795022017,"Βυτίνα Αρκαδίας, Τ.Κ. 22010",http://www.infolibraries.gr/vitina,https://network.nlg.gr/library/vivliothiki-vitinas/,2026-08-21,yes,1,,,,
Δημόσια Ιστορική Βιβλιοθήκη Δημητσάνας,public,B,Πελοπόννησος,Δημητσάνα,vivldimi@sch.gr,2795031219,"ΤΚ 220 07, Δημητσάνα",https://vivliothiki-dimitsanas.gr/,https://vivliothiki-dimitsanas.gr/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Καλαμάτας,public,B,Πελοπόννησος,Αριστομένους  Καλαμάτα,mail@vivlkkal.mes.sch.gr,2721096818,Αριστομένους 33 Καλαμάτα 24133,http://vivlkkal.mes.sch.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-kalamatas/,2026-08-21,yes,1,,,,
"Δημόσια Κεντρική Βιβλιοθήκη Ναυπλίου ""Ο Παλαμήδης""",public,B,Πελοπόννησος,Κωλέττη,nafplibr@otenet.gr,2752027256,"Κωλέττη 3, Ναύπλιο 211 00, Ελλάδα",,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-nafpliou/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Σπάρτης,public,B,Πελοπόννησος,Λεωφόρος Λυκούργου,biblspar@sch.gr,"2731026853, 2731021180","Λεωφόρος Λυκούργου 135, Σπάρτη, 231 00",http://www.nikiforos.edu.gr,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-spartis/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Τρίπολης,public,B,Πελοπόννησος,Τρίπολη,mail@vivl-tripol.ark.sch.gr,2710224238,"ΕΠΙΣΚΟΠΟΥ ΑΝΘΙΜΟΥ ΚΑΙ ΟΘΩΝΑ ΤΣΑΜΠΛΑΚΟΥ, Τρίπολη 22132",http://www.vivltri.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-tripolis/,2026-08-21,yes,1,,,,
Δημόσια Ρουμάνειος Βιβλιοθήκη Μολάων,public,B,Πελοπόννησος,Αγίας Παρασκευής,vivlmol@sch.gr,2732023080,"Αγίας Παρασκευής 6, Μολάοι 230 52",,https://network.nlg.gr/library/dimosia-vivliothiki-molaon-roumanios/,2026-08-21,yes,1,,,,
Καψάλειος Δημοτική Βιβλιοθήκη Γυθείου,public,B,Πελοπόννησος,Βασιλέως Γεωργίου Β και Αρχαίου Θεάρτου Γύθειο,bibliothiki@1315.syzefxis.gov.gr,2733021747,Βασιλέως Γεωργίου Β και Αρχαίου Θεάρτου Γύθειο 23200,,https://network.nlg.gr/library/kapsalios-dimotiki-vivliothiki-githiou/,2026-08-21,yes,1,,,,
Παιδική - Νεανική Βιβλιοθήκη Δήμου Άργους Μυκηνών,public,B,Πελοπόννησος,Άργος,argosbibliokids@gmail.com,27510 69484,"Πάρκο του Μπόνη, Άργος 212 00, Ελλάδα",,https://network.nlg.gr/library/paidiki-neaniki-vivliothiki-dimoy-argoys-mykinon/,2026-08-21,yes,1,,,,
Παιδική και Εφηβική Βιβλιοθήκη Δήμου Ευρώτα,public,B,Πελοπόννησος,Greece,info@eurota.gr,2735360036,"Βλαχιώτη Λακωνίας, 230 51, Greece",,https://network.nlg.gr/library/paidiki-kai-efiviki-vivliothiki-vlachioti/,2026-08-21,yes,1,,,excluded:general-inbox,"general/protocol inbox of the parent body, not the library — do not send; re-source from the library itself"
Αιάντειος Δημόσια Βιβλιοθήκη Αταλάντης,public,B,Στερεά Ελλάδα,Πλατεία Δημαρχείου,atalanti.library@gmail.com,2233080016,"Πλατεία Δημαρχείου 1, 352 00, Αταλάντη Ελλάδα",http://vivl-atalant.fth.sch.gr/,https://network.nlg.gr/library/eantios-dimosia-vivliothiki-atalantis/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αλλοτροπίας,public,B,Στερεά Ελλάδα,ΤΚ 32003,allotropia@yahoo.gr,"2267042698, 6977261015","Αντίκυρα Βοιωτίας, ΤΚ 32003, Ελλάδα",http://allotropiaacademy.blogspot.gr/,https://network.nlg.gr/library/vivliothiki-allotropias/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Γιώργου Γάτου – Ανεξάρτητο Παράρτημα Δημοτικής Βιβλιοθήκης Άμφισσας,public,B,Στερεά Ελλάδα,Stallou,library_gatou@delphi.gov.gr,22650 79094,"Stallou 6, Amfissa 331 00, Greece",https://librarygatou.openabekt.gr/el/discover?sort=title&dir=asc%20(%CE%95%CE%9A%CE%A4),https://network.nlg.gr/library/parartima-dimotikis-vivliothikis-amfissas-vivliothiki-quot-giorgoy-gatoy-quot/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Άμφισσας,public,B,Στερεά Ελλάδα,Πλ. Ησαΐα,dbamfiss@gmail.com,"2265350418, 2265028408","Πλ. Ησαΐα 1, Άμφισσα 331 00, Νομός Φωκίδας, Ελλάδα",http://dbamfis.blogspot.gr,https://network.nlg.gr/library/dimotiki-vivliothiki-mfissas/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Αμαρύνθου Δήμου Ερέτριας,public,B,Στερεά Ελλάδα,Θεόδωρου Κολοκοτρώνη και Αγγελή Γοβιού Αμάρυνθος,liberetrias@gmail.com,2229037172,Θεόδωρου Κολοκοτρώνη και Αγγελή Γοβιού Αμάρυνθος 34006,,https://network.nlg.gr/library/dimotiki-vivliothiki-amarinthou-d-eretrias/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Δομοκού,public,B,Στερεά Ελλάδα,Δομοκός,d.bibliothikidomokou@gmail.com,22323 50221,"Πλατεία Μουσών, 35010, Δομοκός",,https://network.nlg.gr/library/dimotiki-vivliothiki-domokou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Δομοκού Παράρτημα Νέου Μοναστηρίου,public,B,Στερεά Ελλάδα,Δομοκός,nmlibrary@yahoo.com,2232071288,"Νέο Μοναστήρι, 35010, Δομοκός",,https://network.nlg.gr/library/dimotiki-vivliothiki-domokou-parartima-neou-monastiriou/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Θήβας,public,B,Στερεά Ελλάδα,Θήβα,libdth@otenet.gr,22620 27400,"Οιδίποδος & Πινδάρου, 322 00, Θήβα",,https://network.nlg.gr/library/dimotikos-organismos-thivas-n-p-d-d-tmima-politismou-vivliothiki/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Ιτέας,public,B,Στερεά Ελλάδα,Ηλία Τρίγκα,library.iteas@delphi.gov.gr,22653 51117,"Ηλία Τρίγκα 47, 332 00, Ιτέα",,https://network.nlg.gr/library/dimotiki-vivliothiki-iteas/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Καθενών,public,B,Στερεά Ελλάδα,340 14,vivliothiki.dirfion@ddm.gov.gr,2228071630,"Καθενοί Ευβοίας, 340 14",,https://network.nlg.gr/library/dimotiki-vivliothiki-kathenon/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Νέας Αρτάκης,public,B,Στερεά Ελλάδα,Κωνσταντινουπόλεως,vivliothiki.neas.artakis@gmail.com,22213 51919,"Κωνσταντινουπόλεως 80, Νέα Αρτάκη 346 00, Ελλάδα",http://doappex.dimoschalkideon.gr/,https://network.nlg.gr/library/dimotiki-vivliothiki-neas-artakis/,2026-08-21,yes,1,,,,
Δημοτική Βιβλιοθήκη Ψαχνών,public,B,Στερεά Ελλάδα,Ψαχνά,vivliothiki.mes@ddm.gov.gr,22280 25140,"Πλατεία Ηρώων, 34400, Ψαχνά",,https://network.nlg.gr/library/dimotiki-vivliothiki-psachnon/,2026-08-21,yes,1,,,,
Δημόσια Βιβλιοθήκη Αμφίκλειας,public,B,Στερεά Ελλάδα,Aθανασίου Ευταξία,mail@vivl-amfikl.fth.sch.gr,"2234350546, 22340 29033","Aθανασίου Ευταξία 1, Πολιτιστικό Κέντρο ""Παπακώστειον"" Κεντρική Πλατεία, 35002, Αμφίκλεια",http://vivl-amfikl.fth.sch.gr/,https://network.nlg.gr/library/dimosia-vivliothiki-amfikleias/,2026-08-21,yes,1,,,,
Δημόσια Βιβλιοθήκη Δελφών,public,B,Στερεά Ελλάδα,Βασ. Παύλου και Φρειδερίκης,mail@vivl-delfon.fok.sch.gr,2265082617,"Βασ. Παύλου και Φρειδερίκης 40, Τ.Κ. 33054, Δελφοί Φωκίδας",,https://network.nlg.gr/library/dimosia-vivliothiki-delfon/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Καρπενησίου,public,B,Στερεά Ελλάδα,o Χλμ. Εθνικής Οδού Καρπενησίου-Αγρινίου,mail@vivl-karpen.eyr.sch.gr,2237080269,"1o Χλμ. Εθνικής Οδού Καρπενησίου-Αγρινίου, Καρπενήσι, 36100, Ευρυτανία, Στερεά Ελλάδα",http://vivl-karpen.eyr.sch.gr/,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-karpenisiou/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Λαμίας,public,B,Στερεά Ελλάδα,Αινιάνων  Λαμία,vivllamias@sch.gr,2231050570,Αινιάνων 6 Λαμία 35100,http://www.lamialib.gr,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-lamias/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Λεβαδείας,public,B,Στερεά Ελλάδα,Κάδμου  & Δαιδάλου,vivlivad@gmail.com,2261081340 (2261089970),"Κάδμου 7 & Δαιδάλου, 32131, Λιβαδειά Βοιωτία",http://www.liblivadia.gr,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-livadias/,2026-08-21,yes,1,,,,
Δημόσια Κεντρική Βιβλιοθήκη Χαλκίδας,public,B,Στερεά Ελλάδα,Μιχ. Κακαρά  & Αντωνίου,vivlchal@sch.gr,2221022031,"Μιχ. Κακαρά 2 & Αντωνίου, 34132, Χαλκίδα",http://www.vivlchalkida.gr,https://network.nlg.gr/library/dimosia-kentriki-vivliothiki-chalkidas/,2026-08-21,yes,1,,,,
Παιδική Νεανική Δημοτική Βιβλιοθήκη Αιδηψού (ΔΗ.Κ.Ε.Ι.Α),community,B,Στερεά Ελλάδα,Λουτρά Αιδηψού,dikeia2017@gmail.com,2226350011,Λουτρά Αιδηψού 34300,,https://network.nlg.gr/library/pediki-neaniki-dimotiki-vivliothiki-edipsou-di-k-e-i-a/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αρσακείων Σχολείων Ιωαννίνων,school,C,Ήπειρος,Επαρχιακή οδός Λογγάδων - Βασιλικής Ιωάννινα,bibl-i@arsakeio.gr,2651052055 (712),Επαρχιακή οδός Λογγάδων - Βασιλικής Ιωάννινα 45500,,https://network.nlg.gr/library/vivliothiki-arsakion-scholion-ioanninon/,2026-08-21,yes,1,,,,
CGS Library | Βιβλιοθήκη Εκπαιδευτήρια Κωστέα - Γείτονα,school,C,Αττική,Παλλήνη,library@cgs.edu.gr,210 6030411,"Ελαιώνων & Κάτω Βίγλας, 15351, Παλλήνη",https://library.cgs.gr/,https://network.nlg.gr/library/cgs-library-vivliothiki-ekpaideftiria-kostea-geitona/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αρσακείων Σχολείων Ψυχικού,school,C,Αττική,Αρσάκη,bibl-ps@arsakeio.gr,210-6755107 (εσωτ. 245),"Αρσάκη 1, Π. Ψυχικό 154 52, Ελλάδα",https://arsakeio-psychiko.openabekt.gr/el,https://network.nlg.gr/library/vivliothiki-arsakeion-scholeion-psychikoy/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Αρσακείων Τοσιτσείων Σχολείων Εκάλης,school,C,Αττική,Λ. Μαραθώνος,bibl-e1@arsakeio.gr,2106218250,"Λ. Μαραθώνος 1, Άνοιξη, 145 69",https://arsakeio-ekali.openabekt.gr/el,https://network.nlg.gr/library/vivliothiki-arsakeion-tositseion-scholeion-ekalis/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Εκπαιδευτηρίων «Ο Πλάτων»,school,C,Αττική,Ελ. Βενιζέλου Γλυκά Νερά,library@platon.gr,2106611793,Ελ. Βενιζέλου Γλυκά Νερά 15354,http://library.platon.gr,https://network.nlg.gr/library/vivliothiki-ekpedeftirion-o-platon/,2026-08-21,yes,1,,,,
"Βιβλιοθήκη Εκπαιδευτηρίων Αργύρη-Λαιμού ""Βιβλιοφάγοι""",school,C,Αττική,Λεωφόρος Γέρακα  Γέρακας,vivliothiki@al.edu.gr,"2106614570, 2106614572",Λεωφόρος Γέρακα 1 Γέρακας 15344,http://www.argiri-laimou.gr,https://network.nlg.gr/library/vivliothiki-ekpedeftirion-argiri-lemou-vivliofagi/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Εκπαιδευτηρίων Αυγουλέα-Λιναρδάτου,school,C,Αττική,Ελευθερίου Βενιζέλου - Περιστέρι,library@avgouleaschool.gr,2115002300 (εσωτ.132),Ελευθερίου Βενιζέλου 112-114 Περιστέρι 12132,http://www.avgouleaschool.gr,https://network.nlg.gr/library/vivliothiki-ekpedeftirion-avgoulea-linardatou/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Εκπαιδευτηρίων Γείτονα,school,C,Αττική,Στέρνιζες Κορωπίου,library@geitonas-school.gr,2109656200,"Λαμπτρών, Στέρνιζες Κορωπίου 19441",https://www.geitonas.edu.gr/betaiotabetalambdaiotaomicrontheta942kappaeta.html,https://network.nlg.gr/library/vivliothiki-ekpaideytirion-geitona/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Εκπαιδευτηρίων Δούκα-Αθλητικο-πολιτιστικού Κέντρου Δαΐς,school,C,Αττική,Mesogeion,library@doukas.gr,210 6186000 (εσωτερικό 631),"Mesogeion 151, Marousi 151 26, Greece",,https://network.nlg.gr/library/ekpaidetiria-doyka/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Ιονίου Σχολής,school,C,Αττική,Λουκή Ακρίτα,ionioslibrary@gmail.com,2106857130,"Λουκή Ακρίτα 10, Φιλοθέη Αθήνα 15237",http://ionioslibrary.gr/,https://network.nlg.gr/library/vivliothiki-ioniou-scholis/,2026-08-21,yes,1,,,,
"Βιβλιοθήκη Λεοντείου Σχολής Αθηνών ""Μαρκελλίνος Σαμπανιά""",school,C,Αττική,Νεϊγύ,Bibliothequelsa@leonteiosedu.gr,210 2522 402 εσ. 314,"Νεϊγύ 17, Αθήνα 111 43, Ελλάδα",,https://network.nlg.gr/library/vivliothiki-leontiou-scholis-athinon-markellinos-sabania/,2026-08-21,yes,1,,,,
Περίκλειος Βιβλιοθήκη του 1ου ΓΕΛ Χολαργού,school,C,Αττική,Καραϊσκάκη  & B. Μελά,perikleioslibrary@gmail.com,"2106538588, 2106513940","Καραϊσκάκη 1 & B. Μελά 16, Χολαργός, 15562",https://perikleioslibrary-1lyk-chol.gr,https://network.nlg.gr/library/perikleios-vivliothiki/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Νηπιαγωγείου Χώρας Σάμου,school,C,Βόρειο Αιγαίο,Σάμος,mail@nip-choras.sam.sch.gr,2273091440,"Χώρα Σάμου, Σάμος, 83103",https://blogs.sch.gr/nipchoras/,https://network.nlg.gr/library/vivliothiki-nipiagogeiou-choras-samou/,2026-08-21,yes,1,,,,
Σχολική Βιβλιοθήκη 6ου Γυμνασίου Τρικάλων,school,C,Θεσσαλία,Αγία Μονή Τρίκαλα,library@6gymtrikala.com,2431022298,"Λάμπρου Κατσώνη, Αγία Μονή Τρίκαλα 42100",http://www.6gymtrikala.com/index.php/library,https://network.nlg.gr/library/scholiki-vivliothiki-6ou-gymnasiou-trikalon/,2026-08-21,yes,1,,,,
Βιβλιοθήκη Γυμνασίου Ν. Απολλωνίας (Δήμος Βόλβης),school,C,Κεντρική Μακεδονία,Νέα Απολλωνία,lib@gym-n-apoll.thess.sch.gr,,,https://www.dimosvolvis.gr/,https://www.dimosvolvis.gr/,2026-08-21,yes,1,,,,βρέθηκε με σάρωση δήμων· επαληθεύτηκε στη σελίδα του δήμου
